user_id,activity_type,hour_of_day,value_metric,timestamp,is_anomaly,risk_score,risk_percentage
user_036,login,5.92,959.16,2025-07-01T07:05:00,False,Safe,11
user_041,payment,17.48,761.8,2025-07-01T07:56:00,False,Safe,24
user_023,transaction,14.65,156.96,2025-07-01T09:56:00,False,Safe,20
user_020,api_call,15.07,352.97,2025-07-01T12:10:00,False,Safe,3
user_041,file_access,8.8,884.91,2025-07-01T18:31:00,False,Safe,23
user_009,transaction,14.62,648.66,2025-07-01T21:06:00,False,Safe,6
user_002,transaction,14.0,705.66,2025-07-02T00:44:00,False,Safe,23
user_022,api_call,5.12,257.71,2025-07-02T10:20:00,False,Safe,9
user_029,api_call,20.71,727.25,2025-07-02T19:43:00,False,Safe,11
user_022,data_transfer,10.08,1307.31,2025-07-02T21:21:00,False,Safe,15
user_012,api_call,10.22,770.12,2025-07-02T22:50:00,False,Safe,17
user_026,file_access,14.08,10743.3,2025-07-03T02:44:00,True,Critical,96
user_005,transaction,21.84,224.61,2025-07-03T06:03:00,False,Safe,2
user_011,login,14.83,165.34,2025-07-03T11:52:00,False,Safe,19
user_006,file_access,14.6,1452.66,2025-07-03T14:03:00,False,Safe,7
user_027,file_access,11.23,1097.75,2025-07-03T14:20:00,False,Safe,23
user_020,payment,9.31,786.29,2025-07-03T15:16:00,False,Safe,13
user_026,data_transfer,16.94,558.92,2025-07-03T17:45:00,False,Safe,20
user_045,transaction,15.68,482.83,2025-07-04T04:09:00,False,Safe,10
user_040,api_call,15.09,367.82,2025-07-04T07:10:00,False,Safe,15
user_017,login,12.3,511.33,2025-07-04T13:11:00,False,Safe,15
user_011,data_transfer,10.22,709.87,2025-07-04T15:03:00,False,Safe,23
user_033,file_access,11.7,1284.76,2025-07-04T17:13:00,False,Safe,8
user_006,api_call,8.98,722.77,2025-07-04T20:03:00,False,Safe,9
user_016,data_transfer,17.63,13794.86,2025-07-04T20:22:00,True,Critical,87
user_040,data_transfer,13.71,353.87,2025-07-05T05:24:00,False,Safe,8
user_028,api_call,12.51,843.17,2025-07-05T07:10:00,False,Safe,18
user_033,file_access,10.63,612.43,2025-07-05T13:33:00,False,Safe,17
user_006,transaction,7.35,479.8,2025-07-05T17:47:00,False,Safe,3
user_021,api_call,13.57,1082.76,2025-07-05T17:55:00,False,Safe,12
user_033,transaction,13.04,503.43,2025-07-05T20:08:00,False,Safe,14
user_041,file_access,16.66,81.69,2025-07-05T21:05:00,False,Safe,8
user_016,api_call,20.43,14850.08,2025-07-06T10:54:00,True,Critical,97
user_008,login,14.76,638.94,2025-07-06T11:48:00,False,Safe,2
user_014,login,13.11,664.05,2025-07-06T14:51:00,False,Safe,19
user_017,payment,16.73,985.61,2025-07-06T17:01:00,False,Safe,22
user_049,payment,6.13,385.97,2025-07-06T21:09:00,False,Safe,24
user_015,payment,16.54,702.88,2025-07-06T21:47:00,False,Safe,5
user_032,transaction,15.75,860.61,2025-07-07T00:17:00,False,Safe,5
user_010,login,13.22,724.15,2025-07-07T10:27:00,False,Safe,23
user_017,api_call,13.76,399.86,2025-07-07T10:39:00,False,Safe,17
user_012,payment,15.12,183.37,2025-07-07T14:29:00,False,Safe,5
user_011,data_transfer,10.19,823.58,2025-07-08T08:39:00,False,Safe,3
user_045,transaction,22.46,13653.31,2025-07-08T08:49:00,True,Critical,88
user_013,data_transfer,3.83,12448.34,2025-07-08T10:49:00,True,Critical,81
user_032,login,20.47,937.46,2025-07-08T11:22:00,False,Safe,20
user_001,data_transfer,12.33,407.39,2025-07-08T22:11:00,False,Safe,7
user_019,login,18.09,935.82,2025-07-08T23:44:00,False,Safe,10
user_035,transaction,11.4,865.28,2025-07-08T23:57:00,False,Safe,4
user_014,api_call,17.84,637.13,2025-07-09T09:40:00,False,Safe,15
user_036,payment,12.63,230.3,2025-07-09T19:44:00,False,Safe,12
user_005,file_access,14.17,628.18,2025-07-09T22:24:00,False,Safe,14
user_011,login,21.18,1281.15,2025-07-10T02:28:00,False,Safe,20
user_013,login,12.72,1281.71,2025-07-10T06:43:00,False,Safe,20
user_003,login,11.2,809.64,2025-07-10T11:58:00,False,Safe,7
user_025,file_access,13.91,1607.7,2025-07-10T13:48:00,False,Safe,15
user_016,login,12.16,144.58,2025-07-10T18:59:00,False,Safe,18
user_050,login,16.58,733.07,2025-07-11T02:26:00,False,Safe,5
user_014,data_transfer,11.58,1163.24,2025-07-11T02:27:00,False,Safe,16
user_036,transaction,14.89,1158.65,2025-07-11T07:01:00,False,Safe,2
user_048,payment,18.4,80.58,2025-07-11T12:29:00,False,Safe,13
user_034,login,10.99,874.85,2025-07-12T03:38:00,False,Safe,16
user_028,payment,14.66,545.11,2025-07-12T05:59:00,False,Safe,15
user_044,file_access,8.52,727.91,2025-07-12T09:21:00,False,Safe,22
user_005,api_call,13.51,116.01,2025-07-12T18:31:00,False,Safe,23
user_010,payment,13.6,1031.95,2025-07-12T18:42:00,False,Safe,11
user_012,file_access,12.91,802.24,2025-07-12T19:44:00,False,Safe,21
user_002,data_transfer,19.06,529.54,2025-07-12T20:03:00,False,Safe,12
user_018,data_transfer,15.7,864.42,2025-07-12T20:37:00,False,Safe,17
user_016,api_call,7.36,645.02,2025-07-12T21:47:00,False,Safe,21
user_013,transaction,12.96,875.27,2025-07-13T02:24:00,False,Safe,15
user_034,file_access,16.44,637.47,2025-07-13T08:23:00,False,Safe,2
user_020,payment,16.16,321.69,2025-07-13T14:31:00,False,Safe,19
user_019,login,13.26,1017.84,2025-07-13T19:03:00,False,Safe,4
user_013,file_access,14.0,584.42,2025-07-13T20:32:00,False,Safe,21
user_043,payment,4.79,633.51,2025-07-14T09:01:00,False,Safe,10
user_013,transaction,20.15,387.49,2025-07-14T11:06:00,False,Safe,11
user_025,transaction,12.28,524.18,2025-07-14T11:08:00,False,Safe,15
user_029,file_access,15.32,441.38,2025-07-14T12:44:00,False,Safe,14
user_004,payment,10.96,707.69,2025-07-14T14:32:00,False,Safe,19
user_040,file_access,5.89,627.05,2025-07-14T18:23:00,False,Safe,8
user_041,login,8.16,6336.98,2025-07-14T20:54:00,True,Critical,88
user_028,data_transfer,14.08,789.37,2025-07-15T02:42:00,False,Safe,19
user_042,transaction,16.12,503.86,2025-07-15T05:54:00,False,Safe,2
user_045,api_call,17.21,659.86,2025-07-15T07:58:00,False,Safe,2
user_046,transaction,16.39,4687.52,2025-07-15T17:26:00,True,Critical,87
user_047,file_access,16.99,716.53,2025-07-15T18:31:00,False,Safe,15
user_049,payment,7.99,698.15,2025-07-15T21:37:00,False,Safe,20
user_025,payment,8.57,736.02,2025-07-15T23:16:00,False,Safe,5
user_049,file_access,10.44,727.08,2025-07-15T23:36:00,False,Safe,15
user_017,payment,16.4,452.18,2025-07-16T09:06:00,False,Safe,18
user_035,api_call,11.99,1033.1,2025-07-16T13:35:00,False,Safe,2
user_035,data_transfer,14.93,434.99,2025-07-16T18:27:00,False,Safe,17
user_031,payment,2.31,920.76,2025-07-16T19:11:00,False,Safe,17
user_036,data_transfer,14.39,813.39,2025-07-16T22:01:00,False,Safe,6
user_014,api_call,15.6,781.7,2025-07-17T03:22:00,False,Safe,14
user_043,api_call,17.44,914.37,2025-07-17T11:03:00,False,Safe,4
user_035,api_call,13.38,546.33,2025-07-17T21:48:00,False,Safe,21
user_025,file_access,1.96,14473.33,2025-07-17T23:49:00,True,Critical,90
user_004,login,15.09,808.8,2025-07-17T23:56:00,False,Safe,12
user_040,transaction,14.14,1104.09,2025-07-18T07:33:00,False,Safe,18
user_035,file_access,7.67,1005.44,2025-07-18T10:09:00,False,Safe,8
user_026,payment,14.3,661.71,2025-07-18T10:24:00,False,Safe,5
user_005,data_transfer,12.65,386.11,2025-07-18T11:51:00,False,Safe,4
user_009,api_call,15.07,549.33,2025-07-18T19:19:00,False,Safe,4
user_031,login,12.67,1026.43,2025-07-18T20:56:00,False,Safe,21
user_005,file_access,16.77,560.01,2025-07-19T00:56:00,False,Safe,9
user_035,login,16.96,432.43,2025-07-19T04:35:00,False,Safe,8
user_024,api_call,17.04,547.65,2025-07-19T06:44:00,False,Safe,19
user_020,api_call,15.78,870.24,2025-07-19T08:35:00,False,Safe,11
user_041,transaction,13.15,711.26,2025-07-19T08:49:00,False,Safe,16
user_040,payment,10.73,381.78,2025-07-19T10:36:00,False,Safe,10
user_037,api_call,14.9,1000.34,2025-07-19T12:28:00,False,Safe,16
user_048,transaction,17.25,50.0,2025-07-19T14:31:00,False,Safe,3
user_050,api_call,7.9,898.39,2025-07-19T19:14:00,False,Safe,8
user_050,file_access,11.33,645.53,2025-07-19T20:29:00,False,Safe,24
user_030,login,12.29,325.65,2025-07-19T23:38:00,False,Safe,10
user_033,file_access,13.78,396.2,2025-07-20T01:58:00,False,Safe,24
user_020,data_transfer,7.96,934.75,2025-07-20T04:28:00,False,Safe,19
user_014,file_access,15.81,875.39,2025-07-20T09:10:00,False,Safe,15
user_018,payment,14.54,10462.1,2025-07-20T13:51:00,True,Critical,91
user_043,transaction,10.92,294.1,2025-07-20T14:44:00,False,Safe,2
user_032,login,18.24,868.69,2025-07-20T21:46:00,False,Safe,19
user_039,file_access,10.72,808.25,2025-07-20T22:34:00,False,Safe,9
user_017,login,6.03,909.21,2025-07-20T22:51:00,False,Safe,16
user_018,api_call,5.49,769.7,2025-07-21T02:41:00,False,Safe,10
user_032,api_call,7.17,378.81,2025-07-21T03:47:00,False,Safe,4
user_038,data_transfer,7.33,182.7,2025-07-21T05:08:00,False,Safe,7
user_017,file_access,12.81,50.0,2025-07-21T11:19:00,False,Safe,13
user_005,data_transfer,8.73,321.28,2025-07-21T11:51:00,False,Safe,7
user_040,login,6.92,1149.92,2025-07-21T12:20:00,False,Safe,18
user_013,data_transfer,14.91,843.64,2025-07-21T13:11:00,False,Safe,22
user_029,payment,17.82,1108.98,2025-07-21T16:38:00,False,Safe,19
user_045,payment,18.47,512.43,2025-07-21T16:42:00,False,Safe,4
user_004,data_transfer,17.17,646.06,2025-07-21T21:41:00,False,Safe,5
user_041,payment,23.83,5933.02,2025-07-21T23:27:00,True,Critical,90
user_041,transaction,22.78,348.76,2025-07-21T23:36:00,False,Safe,13
user_045,payment,1.02,7532.71,2025-07-22T05:12:00,True,Critical,91
user_016,transaction,23.46,13308.93,2025-07-22T05:52:00,True,Critical,92
user_009,file_access,12.16,539.61,2025-07-22T06:11:00,False,Safe,2
user_003,api_call,16.8,50.0,2025-07-22T06:48:00,False,Safe,4
user_041,data_transfer,20.69,514.37,2025-07-22T16:19:00,False,Safe,13
user_024,api_call,19.32,967.42,2025-07-22T21:47:00,False,Safe,22
user_037,login,9.16,335.66,2025-07-23T04:32:00,False,Safe,24
user_040,payment,13.76,759.95,2025-07-23T05:41:00,False,Safe,19
user_045,payment,13.02,50.0,2025-07-23T07:00:00,False,Safe,9
user_019,login,13.69,722.62,2025-07-23T10:38:00,False,Safe,7
user_043,login,9.63,303.95,2025-07-23T12:34:00,False,Safe,10
user_027,api_call,10.48,1065.96,2025-07-23T20:16:00,False,Safe,15
user_050,api_call,12.97,616.85,2025-07-23T23:29:00,False,Safe,3
user_003,data_transfer,14.95,461.13,2025-07-23T23:33:00,False,Safe,23
user_036,file_access,14.77,1022.16,2025-07-24T01:21:00,False,Safe,10
user_042,data_transfer,13.73,1154.38,2025-07-24T01:48:00,False,Safe,20
user_050,payment,11.13,825.72,2025-07-24T06:40:00,False,Safe,9
user_026,payment,17.16,430.8,2025-07-24T06:52:00,False,Safe,12
user_027,payment,11.98,666.79,2025-07-24T10:37:00,False,Safe,7
user_001,file_access,11.97,377.72,2025-07-24T13:48:00,False,Safe,8
user_044,data_transfer,16.37,623.93,2025-07-24T14:19:00,False,Safe,13
user_050,api_call,16.15,606.69,2025-07-24T17:06:00,False,Safe,9
user_044,data_transfer,13.3,1015.05,2025-07-24T20:07:00,False,Safe,19
user_033,payment,13.93,574.52,2025-07-24T22:42:00,False,Safe,7
user_006,login,11.33,495.85,2025-07-25T01:52:00,False,Safe,14
user_022,login,15.92,730.65,2025-07-25T04:56:00,False,Safe,4
user_019,transaction,15.04,920.97,2025-07-25T05:13:00,False,Safe,18
user_011,api_call,14.78,525.66,2025-07-25T09:26:00,False,Safe,24
user_046,data_transfer,11.93,242.88,2025-07-25T10:04:00,False,Safe,11
user_008,payment,12.05,1148.67,2025-07-25T17:35:00,False,Safe,10
user_030,payment,7.01,689.37,2025-07-25T18:36:00,False,Safe,17
user_022,file_access,4.9,8122.13,2025-07-25T23:25:00,True,Critical,97
user_006,payment,7.46,650.1,2025-07-26T01:18:00,False,Safe,7
user_005,login,8.2,1304.61,2025-07-26T05:34:00,False,Safe,9
user_004,api_call,11.77,757.68,2025-07-26T07:42:00,False,Safe,6
user_020,login,18.8,1119.26,2025-07-26T11:10:00,False,Safe,13
user_010,file_access,8.37,409.99,2025-07-26T13:18:00,False,Safe,9
user_038,api_call,15.28,598.76,2025-07-26T13:48:00,False,Safe,18
user_047,api_call,14.52,511.32,2025-07-26T15:02:00,False,Safe,23
user_021,login,10.76,1171.64,2025-07-26T16:03:00,False,Safe,19
user_021,payment,12.94,1270.19,2025-07-26T16:56:00,False,Safe,24
user_035,data_transfer,11.54,1226.49,2025-07-27T05:27:00,False,Safe,20
user_041,api_call,15.4,820.99,2025-07-27T05:53:00,False,Safe,20
user_036,file_access,17.58,50.0,2025-07-27T12:02:00,False,Safe,5
user_032,api_call,11.28,707.71,2025-07-27T14:52:00,False,Safe,5
user_005,data_transfer,15.69,313.25,2025-07-27T17:19:00,False,Safe,13
user_006,api_call,15.7,744.56,2025-07-27T19:18:00,False,Safe,3
user_027,data_transfer,20.25,12375.06,2025-07-27T20:14:00,True,Critical,86
user_023,api_call,10.68,12836.75,2025-07-27T23:21:00,True,Critical,81
user_038,file_access,9.41,920.23,2025-07-28T04:46:00,False,Safe,23
user_049,login,9.71,985.4,2025-07-28T13:46:00,False,Safe,2
user_044,data_transfer,12.68,401.81,2025-07-28T17:00:00,False,Safe,19
user_025,login,13.36,630.75,2025-07-28T18:12:00,False,Safe,8
user_020,payment,18.55,271.41,2025-07-28T19:53:00,False,Safe,17
user_002,data_transfer,19.32,11586.49,2025-07-28T20:42:00,True,Critical,81
user_005,payment,15.32,689.53,2025-07-28T20:44:00,False,Safe,19
user_041,data_transfer,10.66,199.82,2025-07-28T21:36:00,False,Safe,11
user_045,data_transfer,15.06,831.31,2025-07-28T22:02:00,False,Safe,6
user_023,payment,10.2,662.02,2025-07-29T01:15:00,False,Safe,2
user_042,api_call,17.16,608.14,2025-07-29T04:49:00,False,Safe,19
user_022,data_transfer,5.01,699.76,2025-07-29T05:40:00,False,Safe,12
user_017,payment,22.42,1348.95,2025-07-29T06:25:00,False,Safe,13
user_033,payment,13.69,243.93,2025-07-29T08:15:00,False,Safe,5
user_049,transaction,14.51,684.46,2025-07-29T09:27:00,False,Safe,21
user_022,login,0.08,6509.43,2025-07-29T12:47:00,True,Critical,86
user_018,file_access,7.38,172.53,2025-07-29T18:48:00,False,Safe,3
user_005,data_transfer,15.56,240.8,2025-07-30T01:50:00,False,Safe,16
user_044,api_call,9.55,1387.9,2025-07-30T02:19:00,False,Safe,15
user_038,payment,10.39,52.74,2025-07-30T03:16:00,False,Safe,18
user_006,file_access,9.77,190.37,2025-07-30T05:44:00,False,Safe,19
user_043,data_transfer,13.7,715.08,2025-07-30T11:02:00,False,Safe,19
user_029,login,18.8,725.59,2025-07-30T12:31:00,False,Safe,6
user_006,login,15.68,177.04,2025-07-30T13:14:00,False,Safe,2
user_028,file_access,19.27,318.49,2025-07-30T13:22:00,False,Safe,9
user_010,file_access,11.74,814.33,2025-07-30T13:43:00,False,Safe,11
user_018,payment,12.45,683.23,2025-07-30T19:36:00,False,Safe,21
user_023,data_transfer,16.06,1356.07,2025-07-31T03:09:00,False,Safe,5
user_017,data_transfer,11.93,1221.92,2025-07-31T04:48:00,False,Safe,11
user_015,transaction,7.72,1306.66,2025-07-31T06:05:00,False,Safe,22
user_030,file_access,9.98,331.67,2025-07-31T07:29:00,False,Safe,24
user_025,api_call,10.5,779.87,2025-07-31T09:17:00,False,Safe,20
user_011,file_access,21.62,1095.27,2025-07-31T16:39:00,False,Safe,16
user_014,data_transfer,13.63,832.79,2025-07-31T18:36:00,False,Safe,7
user_029,login,13.06,567.43,2025-08-01T05:12:00,False,Safe,7
user_031,login,14.02,85.08,2025-08-01T08:26:00,False,Safe,3
user_040,data_transfer,10.04,968.19,2025-08-01T13:33:00,False,Safe,4
user_016,file_access,20.57,1014.09,2025-08-01T13:41:00,False,Safe,3
user_013,transaction,20.12,531.13,2025-08-01T14:07:00,False,Safe,18
user_024,login,18.73,314.99,2025-08-01T15:25:00,False,Safe,8
user_031,api_call,15.87,3305.79,2025-08-01T18:53:00,True,Critical,87
user_026,api_call,9.93,349.34,2025-08-01T19:37:00,False,Safe,13
user_022,payment,18.89,746.74,2025-08-01T19:54:00,False,Safe,4
user_050,transaction,1.32,50.0,2025-08-01T21:24:00,False,Safe,7
user_028,login,19.12,652.1,2025-08-01T21:48:00,False,Safe,20
user_017,data_transfer,10.34,726.05,2025-08-02T02:05:00,False,Safe,17
user_017,file_access,11.35,1589.33,2025-08-02T03:43:00,False,Safe,12
user_028,file_access,15.03,1047.7,2025-08-02T07:43:00,False,Safe,24
user_020,transaction,10.02,751.21,2025-08-02T10:18:00,False,Safe,23
user_013,payment,15.23,602.12,2025-08-02T13:03:00,False,Safe,8
user_032,data_transfer,10.68,279.25,2025-08-02T18:44:00,False,Safe,7
user_011,file_access,18.77,50.0,2025-08-02T19:50:00,False,Safe,2
user_015,transaction,20.57,996.75,2025-08-02T23:48:00,False,Safe,10
user_001,payment,9.04,1011.23,2025-08-03T04:01:00,False,Safe,13
user_045,payment,23.85,4011.53,2025-08-03T20:27:00,True,Critical,78
user_023,login,14.8,984.09,2025-08-03T20:50:00,False,Safe,16
user_016,data_transfer,3.42,10646.35,2025-08-03T21:22:00,True,Critical,89
user_009,file_access,12.53,564.52,2025-08-03T23:16:00,False,Safe,5
user_039,data_transfer,12.85,1089.13,2025-08-04T03:46:00,False,Safe,16
user_032,file_access,6.09,873.75,2025-08-04T07:07:00,False,Safe,15
user_016,file_access,16.03,704.39,2025-08-04T07:54:00,False,Safe,14
user_038,login,9.12,7237.29,2025-08-04T14:52:00,True,Critical,97
user_014,payment,8.08,336.16,2025-08-04T22:50:00,False,Safe,15
user_002,data_transfer,13.62,1050.75,2025-08-05T01:15:00,False,Safe,18
user_008,file_access,15.14,1202.95,2025-08-05T03:31:00,False,Safe,17
user_048,data_transfer,15.6,482.04,2025-08-05T03:38:00,False,Safe,22
user_031,transaction,13.11,989.78,2025-08-05T08:18:00,False,Safe,13
user_040,file_access,19.93,1074.0,2025-08-05T11:10:00,False,Safe,14
user_046,file_access,11.57,294.93,2025-08-05T20:09:00,False,Safe,13
user_038,data_transfer,11.81,1476.74,2025-08-05T22:30:00,False,Safe,8
user_007,payment,9.21,50.0,2025-08-06T01:04:00,False,Safe,5
user_007,file_access,15.18,488.62,2025-08-06T01:43:00,False,Safe,18
user_048,payment,17.4,192.75,2025-08-06T10:19:00,False,Safe,20
user_017,file_access,9.24,496.55,2025-08-06T14:02:00,False,Safe,14
user_044,transaction,12.05,573.6,2025-08-06T15:00:00,False,Safe,6
user_049,payment,16.97,605.35,2025-08-06T15:18:00,False,Safe,14
user_037,login,11.62,531.98,2025-08-06T16:31:00,False,Safe,7
user_009,file_access,13.11,652.04,2025-08-07T02:22:00,False,Safe,4
user_016,transaction,10.83,1256.45,2025-08-07T05:35:00,False,Safe,20
user_006,file_access,17.63,914.85,2025-08-07T07:26:00,False,Safe,21
user_016,api_call,15.28,324.99,2025-08-07T12:00:00,False,Safe,3
user_025,file_access,5.93,477.86,2025-08-07T19:48:00,False,Safe,9
user_005,transaction,5.22,7294.5,2025-08-07T22:35:00,True,Critical,82
user_008,login,14.38,321.48,2025-08-07T23:51:00,False,Safe,13
user_040,transaction,12.19,426.13,2025-08-08T02:30:00,False,Safe,10
user_012,payment,13.94,1162.34,2025-08-08T05:27:00,False,Safe,13
user_020,login,12.91,510.86,2025-08-08T14:23:00,False,Safe,6
user_016,transaction,12.19,50.0,2025-08-08T15:36:00,False,Safe,19
user_035,file_access,9.1,390.84,2025-08-08T17:12:00,False,Safe,16
user_010,payment,19.01,671.83,2025-08-08T22:48:00,False,Safe,24
user_048,data_transfer,13.06,1133.86,2025-08-09T09:26:00,False,Safe,23
user_009,payment,10.95,1037.25,2025-08-09T15:32:00,False,Safe,22
user_041,login,13.8,631.6,2025-08-09T15:35:00,False,Safe,24
user_049,transaction,11.09,749.22,2025-08-09T17:12:00,False,Safe,10
user_040,login,6.99,547.4,2025-08-09T22:23:00,False,Safe,10
user_024,payment,9.52,99.26,2025-08-10T00:01:00,False,Safe,5
user_021,data_transfer,15.19,1010.46,2025-08-10T08:43:00,False,Safe,22
user_036,file_access,17.31,889.9,2025-08-10T09:36:00,False,Safe,17
user_011,payment,15.31,175.69,2025-08-10T12:22:00,False,Safe,8
user_042,file_access,7.81,980.62,2025-08-10T12:47:00,False,Safe,17
user_009,login,8.62,679.16,2025-08-10T16:47:00,False,Safe,20
user_009,data_transfer,12.62,940.2,2025-08-10T18:08:00,False,Safe,4
user_037,api_call,14.06,1248.44,2025-08-10T22:01:00,False,Safe,14
user_001,data_transfer,18.88,835.92,2025-08-10T23:34:00,False,Safe,22
user_029,payment,15.19,751.15,2025-08-11T06:02:00,False,Safe,22
user_037,login,18.1,1178.93,2025-08-11T06:35:00,False,Safe,15
user_012,transaction,21.22,1159.45,2025-08-11T07:42:00,False,Safe,8
user_035,data_transfer,11.21,978.82,2025-08-11T16:25:00,False,Safe,10
user_014,login,14.6,1088.33,2025-08-11T21:18:00,False,Safe,18
user_024,api_call,12.43,734.0,2025-08-12T14:12:00,False,Safe,13
user_029,payment,12.05,898.62,2025-08-12T14:23:00,False,Safe,17
user_048,payment,10.02,681.68,2025-08-12T17:40:00,False,Safe,4
user_009,api_call,13.19,605.02,2025-08-12T21:23:00,False,Safe,6
user_007,transaction,7.32,1305.59,2025-08-12T21:59:00,False,Safe,2
user_040,login,21.28,779.58,2025-08-13T01:41:00,False,Safe,14
user_021,payment,22.02,1357.15,2025-08-13T02:08:00,False,Safe,3
user_040,data_transfer,8.51,1451.01,2025-08-13T02:54:00,False,Safe,15
user_046,data_transfer,6.8,7952.98,2025-08-13T05:08:00,True,Critical,94
user_042,login,14.73,561.85,2025-08-13T08:43:00,False,Safe,20
user_049,data_transfer,8.14,944.56,2025-08-13T13:24:00,False,Safe,4
user_021,transaction,5.5,416.73,2025-08-13T16:15:00,False,Safe,2
user_020,data_transfer,20.44,847.58,2025-08-13T19:57:00,False,Safe,7
user_026,data_transfer,22.51,7841.82,2025-08-13T21:55:00,True,Critical,87
user_019,login,14.53,646.73,2025-08-14T00:17:00,False,Safe,24
user_036,api_call,17.35,505.94,2025-08-14T00:38:00,False,Safe,24
user_028,login,9.99,311.05,2025-08-14T09:47:00,False,Safe,13
user_009,payment,13.21,728.56,2025-08-14T11:02:00,False,Safe,21
user_004,transaction,12.86,624.6,2025-08-14T11:05:00,False,Safe,14
user_037,transaction,12.17,988.38,2025-08-14T11:50:00,False,Safe,15
user_003,transaction,16.79,389.39,2025-08-14T20:20:00,False,Safe,24
user_024,data_transfer,10.52,1477.51,2025-08-14T21:51:00,False,Safe,6
user_005,file_access,11.55,982.16,2025-08-14T23:33:00,False,Safe,13
user_029,transaction,17.49,826.33,2025-08-15T01:49:00,False,Safe,10
user_038,file_access,14.44,838.21,2025-08-15T04:58:00,False,Safe,3
user_026,transaction,12.24,408.08,2025-08-15T06:50:00,False,Safe,15
user_031,file_access,14.5,243.19,2025-08-15T07:29:00,False,Safe,5
user_044,api_call,20.88,1088.11,2025-08-15T07:32:00,False,Safe,17
user_013,api_call,15.44,950.92,2025-08-15T10:35:00,False,Safe,4
user_020,file_access,13.58,1054.33,2025-08-15T11:08:00,False,Safe,13
user_021,payment,21.6,150.98,2025-08-15T18:05:00,False,Safe,16
user_014,data_transfer,18.64,407.23,2025-08-15T19:05:00,False,Safe,6
user_045,data_transfer,13.96,428.86,2025-08-15T19:32:00,False,Safe,10
user_017,file_access,13.08,620.51,2025-08-15T20:12:00,False,Safe,4
user_043,payment,8.51,340.2,2025-08-15T22:22:00,False,Safe,10
user_050,api_call,8.54,50.0,2025-08-16T05:43:00,False,Safe,11
user_034,file_access,12.72,677.91,2025-08-16T08:24:00,False,Safe,5
user_033,file_access,20.51,573.65,2025-08-16T13:50:00,False,Safe,4
user_013,api_call,23.55,623.31,2025-08-16T14:00:00,False,Safe,23
user_012,file_access,14.96,942.35,2025-08-16T19:16:00,False,Safe,7
user_046,data_transfer,14.25,898.83,2025-08-16T23:55:00,False,Safe,20
user_030,api_call,14.56,291.84,2025-08-17T06:40:00,False,Safe,15
user_007,file_access,14.14,878.66,2025-08-17T10:46:00,False,Safe,3
user_048,api_call,12.0,767.31,2025-08-17T12:55:00,False,Safe,11
user_008,transaction,15.12,845.71,2025-08-17T14:05:00,False,Safe,18
user_021,api_call,12.37,349.47,2025-08-17T15:54:00,False,Safe,4
user_011,api_call,13.6,304.27,2025-08-17T16:58:00,False,Safe,11
user_008,api_call,13.67,529.24,2025-08-17T20:20:00,False,Safe,8
user_005,data_transfer,15.44,8059.53,2025-08-17T22:52:00,True,Critical,87
user_015,api_call,15.86,688.87,2025-08-18T02:23:00,False,Safe,9
user_045,login,16.85,689.65,2025-08-18T10:54:00,False,Safe,22
user_007,payment,14.08,830.11,2025-08-18T12:54:00,False,Safe,10
user_015,login,8.08,523.58,2025-08-18T22:35:00,False,Safe,9
user_011,login,13.25,505.92,2025-08-18T23:14:00,False,Safe,15
user_042,file_access,14.41,134.79,2025-08-19T07:17:00,False,Safe,15
user_033,file_access,1.34,3438.31,2025-08-19T12:27:00,True,Critical,80
user_030,file_access,18.6,71.57,2025-08-19T14:00:00,False,Safe,10
user_019,file_access,7.99,112.12,2025-08-19T22:08:00,False,Safe,10
user_016,login,19.09,1218.73,2025-08-19T22:35:00,False,Safe,16
user_010,api_call,21.57,10836.93,2025-08-19T23:09:00,True,Critical,82
user_021,file_access,10.24,631.17,2025-08-20T07:07:00,False,Safe,19
user_042,file_access,13.14,50.0,2025-08-20T08:34:00,False,Safe,2
user_047,payment,7.72,1221.06,2025-08-20T10:58:00,False,Safe,13
user_049,data_transfer,6.52,1163.8,2025-08-20T12:55:00,False,Safe,5
user_044,file_access,8.72,350.29,2025-08-20T14:07:00,False,Safe,21
user_012,transaction,15.21,649.45,2025-08-20T14:11:00,False,Safe,4
user_031,api_call,13.99,878.71,2025-08-20T15:11:00,False,Safe,19
user_001,api_call,12.56,700.59,2025-08-20T19:25:00,False,Safe,24
user_024,login,12.52,377.62,2025-08-20T20:16:00,False,Safe,18
user_021,data_transfer,12.93,953.89,2025-08-21T00:10:00,False,Safe,9
user_022,api_call,16.78,815.25,2025-08-21T02:13:00,False,Safe,23
user_015,transaction,14.17,823.87,2025-08-21T02:38:00,False,Safe,22
user_048,api_call,11.32,955.83,2025-08-21T11:03:00,False,Safe,16
user_025,api_call,23.3,5226.23,2025-08-21T16:21:00,True,Critical,83
user_001,payment,18.23,608.62,2025-08-21T20:19:00,False,Safe,3
user_029,api_call,12.16,50.0,2025-08-21T22:06:00,False,Safe,22
user_044,payment,9.83,6650.16,2025-08-22T03:50:00,True,Critical,79
user_004,transaction,19.76,374.62,2025-08-22T05:40:00,False,Safe,23
user_020,file_access,13.27,1056.02,2025-08-22T09:24:00,False,Safe,9
user_017,login,18.2,1160.37,2025-08-22T11:17:00,False,Safe,17
user_021,data_transfer,15.18,350.93,2025-08-22T11:41:00,False,Safe,14
